"hospital_name","district","nearest_sh","distance_meters"
"Shri Nurshing Hospital & Surgery Center","Alwar","KherliNagar Road","205.55"
"Shri Pushkar Jain Hospital","Alwar","Kishangarh City (Old NH)","80.75"
"Shri Shri Hospital and Maternity Home","Alwar","Bharatpur Alwar Narnaoul Road","1290.58"
"Shubham Hospitals","Alwar","Bharatpur Alwar Narnaoul Road","20.81"
"Singhal Hospital","Alwar","Bharatpur Alwar Narnaoul Road","90.62"
"Singhania Hospital","Alwar","Alwar Bhiwadi Road","438.03"
"SKL Hospital","Alwar","Ajarka Sodawas Bansur Narainpur road","83.32"
"Solanki Hospital","Alwar","Bharatpur Alwar Narnaoul Road","981.82"
"Soni Devi Memorial Hospital","Alwar","Majri Neemrana road upto N48","796.26"
"Soni Eye Care Centre","Alwar","Bharatpur Alwar Narnaoul Road","77.97"
"Soni Hospital","Alwar","Alwar Bhiwadi Road","2549.66"
"Sonia Children Hospital","Alwar","Bharatpur Alwar Narnaoul Road","46.48"
"Sri Krishna Hospital","Alwar","Alwar Bhiwadi Road","484.37"
"Sri Vinayak Hospital","Alwar","Alwar Bhiwadi Road","295.31"
"Star Hospital","Alwar","Alwar Bhiwadi Road","2129.37"
"Sunil Nursing Home","Alwar","Bharatpur Alwar Narnaoul Road","2179.74"
"Sunita Hospital","Alwar","Bharatpur Alwar Narnaoul Road","79.11"
"Sunita Yadav Hospital","Alwar","Karoli Rajgarh Bhiwadi Road","110.48"
"Supreme Hospital","Alwar","Bharatpur Alwar Narnaoul Road","327.07"
"Suresh Gera Eye Care Centre","Alwar","Bharatpur Alwar Narnaoul Road","50.46"
"Taneja Eye And ENT Care Clinic","Alwar","Kishangarh Town Portion174.400 to 177.600","193.61"
"TB Hospital","Alwar","Bharatpur Alwar Narnaoul Road","494.90"
"Thareja Hospital","Alwar","Bharatpur Alwar Narnaoul Road","954.40"
"Tiwari Clinic","Alwar","Bharatpur Alwar Narnaoul Road","1643.90"
"Vajayanti Hospital and Research Centre","Alwar","Bharatpur Alwar Narnaoul Road","982.32"
"Vardan Eye Care","Alwar","Alwar Bhiwadi Road","791.34"
"Vedanta Hospital","Alwar","Alwar-Bhiwadi Road","28.20"
"Vijay Hospital","Alwar","Bharatpur Alwar Behror Narnaul road","12.60"
"Vimal Hospital, Alwar","Alwar","Bharatpur Alwar Narnaoul Road","1725.88"
"Yadav Hospital and Research Centre","Alwar","SODAWAS ALANPUR BANSUR NARAYANPUR ROAD","265.06"
"Aashirwaad Hospital","Banswara","Ghatol-Ganoda-Paloda-Garhi-Anandpuri upto Guj. Border","724.55"
"Aasma Hospital","Banswara","Banswara Udaipur","1299.80"
"Anand Hospital and Maternity Home","Banswara","Banswara Udaipur","393.89"
"Anand Orthopaedic Hospital","Banswara","Banswara Udaipur","25.37"
"Ashish Hospital","Banswara","Mandli  Dhambola   Bhiluda  Garhi  Kushalgarh Road","1444.02"
"Bhatnagar Nursing & Maternity Home","Banswara","Banswara Udaipur","1716.61"
"Bhatnagar Nursing and Maternity Home","Banswara","Banswara Udaipur","1139.35"
"Bony Baby Clinic and Daignostic Centre","Banswara","Banswara Udaipur","216.20"
"Burhani Hospital","Banswara","Ghatol-Ganoda-Paloda-Garhi-Anandpuri upto Guj. Border","2090.41"
"Charpota Hospital","Banswara","Banswara Udaipur","36.42"
"Dharti Hospital","Banswara","Ghatol-Ganoda-Paloda-Garhi-Anandpuri upto Guj. Border","518.95"
"Dr. Ajit Hospital","Banswara","Mandali -Dhambola -Bhiluda -Garhi-Kushalgarh Road","12.26"
"Dr. Jain Eye Hospital","Banswara","Banswara Udaipur","1571.70"
"Dr. Kirtish Jain","Banswara","Banswara Udaipur","132.73"
"Dr. Kothari Surgical Nursing Home","Banswara","Banswara Udaipur","1306.43"
"Dr. R. K. Singh Homoeopathic Clinic","Banswara","Banswara Udaipur","26.08"
"Dr. Shailendra Jain","Banswara","Banswara Udaipur","4290.50"
"Drishthi Eye Clinic","Banswara","Banswara Udaipur","367.15"
"Fakhri Hospital","Banswara","Mandli  Dhambola   Bhiluda  Garhi  Kushalgarh Road","2380.76"
"GKB Gujrati Multispeciality Hospital","Banswara","Banswara Udaipur","26.14"
"Government Ayurvedic Hospital","Banswara","Banswara Udaipur","3843.63"
"Government Hospital, Chhinch","Banswara","Chhinch Choraya to Anandpuri Road","161.11"
"Government Hospital, Ghalkiya","Banswara","Banswara Udaipur","2986.90"
"Government Hospital, Nogama","Banswara","Mandali -Dhambola -Bhiluda -Garhi-Kushalgarh Road","242.31"
"Gyayak Hospital","Banswara","Banswara Udaipur","3326.85"
"Kothari Child Care Hospital","Banswara","Banswara Udaipur","44.94"
"Laddha Clinic","Banswara","Udiapur Kapasan Chittorgarh","70.48"
"Laddha Hospital","Banswara","Banswara Udaipur","784.44"
"Mahatma Gandhi Government Hospital","Banswara","Banswara Udaipur","184.42"
"Maryam Hospital","Banswara","Banswara Udaipur","457.34"
"MGH Hospital","Banswara","Banswara Udaipur","319.18"
"Navjeewan Clinic","Banswara","Mandali -Dhambola -Bhiluda -Garhi-Kushalgarh Road","22.78"
"Pankaj Nursing Home","Banswara","Banswara Udaipur","983.96"
"Paras Hospital","Banswara","Mandli  Dhambola   Bhiluda  Garhi  Kushalgarh Road","1428.54"
"Rajat Hospital","Banswara","Mandali -Dhambola -Bhiluda -Garhi-Kushalgarh Road","24.86"
"S. Mission Hospital","Banswara","Banswara Udaipur","820.72"
"Saikripa Clinic","Banswara","Chhinch Choraya to Anandpuri Road","4841.48"
"Shekhawat Orthopedic","Banswara","Banswara Udaipur","37.78"
"Suvidha Clinic","Banswara","Mandli  Dhambola   Bhiluda  Garhi  Kushalgarh Road","1579.27"
"Taly Memorial Hospital","Banswara","Banswara Udaipur","1557.25"
"V P Ayurvedic","Banswara","Banswara Udaipur","84.13"
"Vardhman Hospital","Banswara","Banswara Udaipur","4627.27"
"Wagad Hospital","Banswara","Banswara Udaipur","246.81"
"Yadav Fracture & Orthopaedic Hospital","Banswara","Banswara Udaipur","492.26"
"Agarwal Clinic","Baran","Kota Dharanawada","207.78"
"Amit Clinic","Baran","Indergarh Mangrol Baran Khanpur Jhalawar","1034.02"
"Ansari Clinic","Baran","Indergarh Mangrol Baran Khanpur Jhalawar","991.64"
"Batra Eye Hospital","Baran","Indergarh Mangrol Baran Khanpur Jhalawar","648.85"
"Bengali Clinic","Baran","Kund Miyada Koyala Kotrisunda Majarawata Jalera Piplod Atru","3266.32"
"Bhagwati Skin Research Centre","Baran","Indergarh Mangrol Baran Khanpur Jhalawar","140.92"
"Choudhary Dental Clinic","Baran","Indergarh Mangrol Baran Khanpur Jhalawar","595.84"
"Deendayal Clinic","Baran","Kota Dharanawada","69.95"
"Dr. Bholaram Dilawar's Clinic","Baran","Indergarh Mangrol Baran Khanpur Jhalawar","3478.35"
"Dr. Hemant Rathore","Baran","Mangrol Siswali Anta Sangod","47.86"
"Dr. Prem Narayan Nagar","Baran","Mangrol Siswali Anta Sangod","41.36"
"Dr. Santosh Dadwaria Clinic","Baran","Indergarh Mangrol Baran Khanpur Jhalawar","22.48"
"Dr. Siddiqui Dental Hospital","Baran","Kota Dharanawada","62.37"
"Dr. Usha Agrawal Nursing Home","Baran","Indergarh Mangrol Baran Khanpur Jhalawar","955.27"
"Government Hospital, Anta","Baran","Mangrol Siswali Anta Sangod","23.38"
"Government Hospital, Bamuliya Kalan","Baran","Mangrol Siswali Anta Sangod","3785.61"
"Government Hospital, Baran","Baran","Indergarh Mangrol Baran Khanpur Jhalawar","929.59"
"Government Hospital, Chhabra","Baran","Kota Dharanawada","206.96"
"Government Hospital, Katawr","Baran","Kota Dharanawada","2943.76"
"Government Hospital, Mothpur","Baran","Kota Dharanawada","3337.56"
"Government Hospital, Motipura Chowki","Baran","Kota Dharanawada","523.27"
"Government Hospital, Sarkanya","Baran","Siswali Baran","98.91"
"Goyal Hospital and Emergency Care Centre","Baran","Indergarh Mangrol Baran Khanpur Jhalawar","892.86"
"Jai Maa Kali Kankali Clinic","Baran","Mangrol Siswali Anta Sangod","2266.15"
"Jeevandeep General Hospital","Baran","Mangrol Siswali Anta Sangod","53.61"
"Jonal Hospital","Baran","Indergarh Mangrol Baran Khanpur Jhalawar","3088.87"
"Khan Clinic","Baran","Kota Dharanawada","674.95"
"Luv Kush Clinic","Baran","Kota Dharanawada","16.20"
"Nagar Hospital","Baran","Mangrol Siswali Anta Sangod","38.73"
"Parth Ayush Clinic","Baran","Kund Miyada Koyala Kotrisunda Majarawata Jalera Piplod Atru","2958.22"
"Priya Hospital","Baran","Indergarh Mangrol Baran Khanpur Jhalawar","1172.18"
"RADHA KRISHNA MEMORIAL HOSPITAL","Baran","Indergarh Mangrol Baran Khanpur Jhalawar","1338.97"
"Rudrakshi Homoeo Care","Baran","Mangrol Siswali Anta Sangod","817.35"
"Sanjeevani Hospital","Baran","Indergarh Mangrol Baran Khanpur Jhalawar","986.76"
"Sat Saheb Clinic","Baran","Siswali Baran","1199.00"
"Shri Ram Clinic","Baran","Indergarh Mangrol Baran Khanpur Jhalawar","30.86"
"Sparsh Physiotherapy Centre","Baran","Mangrol Siswali Anta Sangod","23.64"
"Sri Dha Kar Clinic","Baran","Mangrol Siswali Anta Sangod","20.83"
"TB Clinic Baran","Baran","Indergarh Mangrol Baran Khanpur Jhalawar","773.40"
"Aarogyam Ayurveda Hospital","Barmer","barmer chawa baitu nachna  phalsoond","490.82"
"Agarwal Hospital","Barmer","Sheo  Phalsoond","2561.86"
"Barmer City Hospital","Barmer","barmer chawa baitu nachna  phalsoond","156.99"
"Bethel IVF Fertility and Women's Hospital","Barmer","barmer chawa baitu nachna  phalsoond","53.98"
"Bhagaram Sau","Barmer","Chawa  Phalsoond","749.80"
"Bothra Multispeaciality Dental Clinic","Barmer","Barmer Chawa Baitu Nachana","239.37"
"Citilite Hospital","Barmer","NH-325 to Balotra Kher Bagundi Road","14.44"
"Dhanwantri Hospital & Multispeciality Centre","Barmer","barmer chawa baitu nachna  phalsoond","11.99"
"District Hospital (Badmer Rajkiya Chikitsalaya), Badmer","Barmer","barmer chawa baitu nachna  phalsoond","472.26"
"District Hospital Barmer","Barmer","barmer chawa baitu nachna  phalsoond","292.58"
"Dr Kulish's Dental Clinic & Implant Centre","Barmer","Chawa  Phalsoond","1081.81"
"Dr. Bhojraj Khatri Clinic","Barmer","barmer chawa baitu nachna  phalsoond","584.39"
"Dr. Kapil Jain ENT Clinic","Barmer","barmer chawa baitu nachna  phalsoond","226.17"
"Dr. OP Vishnoi","Barmer","barmer chawa baitu nachna  phalsoond","692.73"
"Dr. Sawai Jain Medilink Hospital","Barmer","barmer chawa baitu nachna  phalsoond","2887.59"
"Dr. Surendra Singh","Barmer","barmer chawa baitu nachna  phalsoond","83.40"
"Dr. Sushmita Srivastava","Barmer","barmer chawa baitu nachna  phalsoond","424.38"
"Drishti Eye & Dental Hospital","Barmer","barmer chawa baitu nachna  phalsoond","13.72"
"Goverment Hospital","Barmer","Guda Jalore","880.59"
"Government Ayurvedic Hospital","Barmer","barmer chawa baitu nachna  phalsoond","20.75"
"Government Hospital Thob","Barmer","Phalodi Shergarh Balotra Sindri Ramji Ka Gole","361.88"
"Government Hospital, Asada","Barmer","Phalodi Shergarh Balotra Sindri Ramji Ka Gole","364.38"
"Government Hospital, Barmer","Barmer","barmer chawa baitu nachna  phalsoond","76.92"
"Government Hospital, Chawa","Barmer","Gadra Road to Nachana via Barmer Chawa Baitu Kanod Phalsoond","24.68"
"Government Hospital, Gardiya","Barmer","Barmer Chawa Baitu Nachana","152.29"
"Government Hospital, Mandali","Barmer","Siwana Kalyanpur Mandli Dhandhaniya Road","71.76"
"Government Hospital, Nagar","Barmer","Phalodi to Ramji Ka Gol Megha Highway Road","40.88"
"Governmet Hospital Sawau Padamsingh","Barmer","Chawa  Phalsoond","1857.92"
"Governmet Hospital Sihani","Barmer","Khadeen Hatma Siyani Dudaberi","35.68"
"Haji Janu Hospital","Barmer","barmer chawa baitu nachna  phalsoond","4764.54"
"Hitkari Hospital & Surgical Centre","Barmer","NH-325 to Balotra Kher Bagundi Road","348.51"
"Jahanvi Hospital","Barmer","NH-325 to Balotra Kher Bagundi Road","255.56"
"Jain Homoepathic Clinic","Barmer","barmer chawa baitu nachna  phalsoond","618.35"
"Jasnath Hospital","Barmer","Phalodi to Ramji Ka Gol Megha Highway Road","917.67"
"Jeevan Hospital","Barmer","Phalodi to Ramji Ka Gol Megha Highway Road","771.33"
"Kanod Government Hospital","Barmer","Chawa  Phalsoond","120.32"
"Khatri Hospital","Barmer","barmer chawa baitu nachna  phalsoond","38.33"
"Mahadev Hospital","Barmer","barmer chawa baitu nachna  phalsoond","129.87"
"Mahaveer Hospital","Barmer","Siwana Samdari Kalyanpur Mandali Dhandhaniya Road","1274.24"
"Malani Hospital","Barmer","Guda Jalore","216.65"
"Manak Hospital","Barmer","barmer chawa baitu nachna  phalsoond","244.95"
"Mansarovar Hospital","Barmer","NH-325 to Balotra Kher Bagundi Road","226.67"
"Matru Dental Clinic and Physiotherapy Centre","Barmer","barmer chawa baitu nachna  phalsoond","77.32"
"Mehta Hospital","Barmer","NH-325 to Balotra Kher Bagundi Road","217.85"
"Metro Hospital","Barmer","NH-325 to Balotra Kher Bagundi Road","353.88"
"Nakoda Homeopathic Hospital","Barmer","NH-325 to Balotra Kher Bagundi Road","573.60"
"Netra Jyoti Chikitsalaya","Barmer","barmer chawa baitu nachna  phalsoond","20.69"
"Pushpa Hospital","Barmer","NH-325 to Balotra Kher Bagundi Road","92.12"
"Riddhi Sidhi Hospital","Barmer","barmer chawa baitu nachna  phalsoond","550.99"
"Saint Haridas Eye Hospital and Research Centre","Barmer","NH-325 to Balotra Kher Bagundi Road","14.40"
"Sanjeevani Hospital","Barmer","barmer chawa baitu nachna  phalsoond","17.14"
"Shanti Dental Clinic","Barmer","Barmer Chawa Baitu Nachana","993.04"
"Shiv Hospital","Barmer","barmer chawa baitu nachna  phalsoond","2154.63"
"Shree Hari Poly Clinic","Barmer","barmer chawa baitu nachna  phalsoond","22.20"
"Shree Jee Hospital","Barmer","Siwana Samdari Kalyanpur Mandali Dhandhaniya Road","1420.72"
"Shree Karni Hospital","Barmer","Sheo  Phalsoond","2282.26"
"Shree Krishna Physiotherapy Centre","Barmer","barmer chawa baitu nachna  phalsoond","7.52"
"Siddhi Vinayak Hospital","Barmer","barmer chawa baitu nachna  phalsoond","147.20"
"Somani Hospital","Barmer","Siwana Samdari Kalyanpur Mandali Dhandhaniya Road","1787.99"
"Swastik Clinic","Barmer","Barmer Chawa Baitu Nachana","1234.68"
"Thar Hospital & Multi Speciality Centre","Barmer","barmer chawa baitu nachna  phalsoond","745.30"
"Veer Tejaji Hospital","Barmer","Chawa  Phalsoond","1310.32"
"Vishnoii Hospital and Surgical Centre","Barmer","NH-325 to Balotra Kher Bagundi Road","109.13"
"Yash Hospital","Barmer","barmer chawa baitu nachna  phalsoond","116.76"
"Arora Hospital","Bharatpur","Bharatpur-Mathura Road","1719.28"
"Arya Nursing Home","Bharatpur","Bharatpur-Mathura Road","1413.86"
"Bangali Clinic","Bharatpur","RAMGARH  FATEHPUR SIKRI  ROAD","98.42"
"Bansal Hospital","Bharatpur","DEEG KAMAN NANDGAON ROAD","117.88"
"Cancer Hospital","Bharatpur","Bharatpur Deeg Nagar Alwar Road","741.83"
"Chaitanya Dental and Facial Trauma Clinic","Bharatpur","Bharatpur-Mathura Road","1610.28"
"Chirag Hospital","Bharatpur","Bharatpur-Mathura Road","3029.05"
"Dixit Eye Care Centre","Bharatpur","DEEG KAMAN NANDGAON ROAD","536.55"
"Dr Balvir Hospital","Bharatpur","Bharatpur-Mathura Road","2794.07"
"Dr Shri Ram Gupta Memorial Hospital","Bharatpur","Bharatpur Deeg Nagar Alwar Road","1834.07"
"Dr. Dayal Osteopathy centre","Bharatpur","Bharatpur-Mathura Road","1374.99"
"Dr. Girdharilal Agrawal","Bharatpur","Bharatpur Deeg Nagar Alwar Road","2458.81"
"Dr. Govind Gupta Hospital","Bharatpur","Bharatpur-Mathura Road","1652.00"
"Dr. Ilyas Khan","Bharatpur","Kherli Nagar Pahadi Road","85.58"
"Dr. Imran","Bharatpur","Kherli Nagar Pahadi Road","31.80"
"Dr. Jagver Yadav Clinic","Bharatpur","DEEG KAMAN NANDGAON ROAD","635.04"
"Dr. Juhi Singhal","Bharatpur","Bharatpur Deeg Nagar Alwar Road","1140.80"
"Dr. Kamlesh Sharma","Bharatpur","Bharatpur Deeg Nagar Alwar Road","1273.96"
"Dr. Kusum Sharma Hospital","Bharatpur","Bharatpur-Mathura Road","1164.51"
"Dr. L.K. Mishra Hospital","Bharatpur","Bharatpur-Mathura Road","2019.81"
"Dr. Piyush Gupta Clinic","Bharatpur","Bharatpur-Mathura Road","2381.67"
"Dr. Sunil Pathak","Bharatpur","Bharatpur Deeg Nagar Alwar Road","2051.74"
"Dr. Trilok Gupta","Bharatpur","Bharatpur-Mathura Road","1726.68"
"Dr. Yashwant Hospital","Bharatpur","Bharatpur-Mathura Road","2763.46"
"Dr.Khandelwal Eye Centre","Bharatpur","Bharatpur-Mathura Road","1723.54"
"Eye Hospital and Phoco Centre","Bharatpur","Bharatpur Deeg Nagar Alwar Road","497.41"
"Fateh Singh Hospital","Bharatpur","Bharatpur-Mathura Road","2786.27"
"Fija Clinic","Bharatpur","Kherli Nagar Pahadi Road","4773.83"
"Gayatri Hospital and Fracture Clinic","Bharatpur","MATHURA  BYPASS","27.73"
"Geeta Homeopathic Clinic","Bharatpur","Bharatpur Deeg Nagar Alwar Road","658.80"
"Gopal Clinic","Bharatpur","Bharatpur Deeg Nagar Alwar Road","936.24"
"Government Hospital","Bharatpur","RAMGARH  FATEHPUR SIKRI  ROAD","64.65"
"Government Hospital Roopwas","Bharatpur","Kheriya mod to up boader via bakoli","4607.23"
"Government Hospital Weir","Bharatpur","Ramgarh Fatehpur  Sikri Road S","325.22"
"Government Hospital, Astavan Jadid","Bharatpur","NADBAI  KUMHER ROAD SECTION","547.70"
"Government Hospital, Bachhren","Bharatpur","KHEDLE NAGAR PAHARI ROAD SEC KHEDLI PATHENA ROAD","1717.06"
"Government Hospital, Pahari","Bharatpur","Kherli Nagar Pahadi Road","35.59"
"Government Hospital, Th Nagar","Bharatpur","Bharatpur Deeg Nagar Alwar Road","253.60"
"Governmet Hospital Sewar","Bharatpur","MATHURA  BYPASS","138.04"
"Goyal Clinic","Bharatpur","Ramgarh Fatehpur  Sikri Road S","223.53"
"Gupta Hospital, Bharatpur","Bharatpur","Bharatpur-Mathura Road","2502.94"
"Hamdad Hospital","Bharatpur","MATHURA  BYPASS","75.19"
"Janana Hospital","Bharatpur","Bharatpur-Mathura Road","1229.00"
"Jindal Super Speciality Hospital - Bharatpur","Bharatpur","Bharatpur Deeg Nagar Alwar Road","703.13"
"Johari Memorial Hospital","Bharatpur","Bharatpur-Mathura Road","610.31"
"Joshi Clinik","Bharatpur","Bharatpur Deeg Nagar Alwar Road","1251.04"
"K.S. Clinic","Bharatpur","Bharatpur-Mathura Road","3949.47"
"Kalsi Hospital","Bharatpur","Bharatpur Deeg Nagar Alwar Road","1034.32"
"Kaman Government Hospital","Bharatpur","DEEG KAMAN NANDGAON ROAD","315.20"
"Kiran Nursing Home, Bharatpur","Bharatpur","Bharatpur-Mathura Road","271.30"
"Krishna Clinic","Bharatpur","Kheriya mod to up boader via bakoli","4856.91"
"M.J. Hospital","Bharatpur","Bharatpur-Mathura Road","1335.37"
"Madapuriya ENT Hospital","Bharatpur","Bharatpur-Mathura Road","541.53"
"Mordwaj Hospital","Bharatpur","Bharatpur-Mathura Road","2505.80"
"Nawal Singh Clinic","Bharatpur","Bharatpur Deeg Nagar Alwar Road","769.24"
"Neetan Hospital and Clinic","Bharatpur","Bharatpur-Mathura Road","770.97"
"Om Hospital","Bharatpur","Bharatpur-Mathura Road","2531.27"
"Paras Hospital","Bharatpur","DEEG KAMAN NANDGAON ROAD","22.48"
"Parsadi Lal Memorial Hospital","Bharatpur","RAMGARH  FATEHPUR SIKRI  ROAD","19.62"
"Pradeep Hospital and Fracture Clinic","Bharatpur","Bharatpur Deeg Nagar Alwar Road","1741.15"
"R K Hospital, Bayana","Bharatpur","Bharatpur hindoun Via bayana Road","278.95"
"R. B. M. Hospital","Bharatpur","Bharatpur-Mathura Road","1387.98"
"Rahis Clinic","Bharatpur","DEEG KAMAN NANDGAON ROAD","1173.27"
"Rajendra Clinic","Bharatpur","Bharatpur-Mathura Road","1399.04"
"Rastogi Hospital and Maternity Home","Bharatpur","Bharatpur-Mathura Road","206.03"
"Rawat Clinic","Bharatpur","Ramgarh Fatehpur  Sikri Road S","147.54"
"S R Hospital","Bharatpur","Bharatpur Deeg Nagar Alwar Road","1460.52"
"Saluja Hospital","Bharatpur","Bharatpur-Mathura Road","2173.96"
"Sanjeevni Hospital, Bharatpur","Bharatpur","Bharatpur-Mathura Road","377.32"
"SGN Hospital","Bharatpur","Bharatpur-Mathura Road","289.73"
"Shobha Diagnostics Centre","Bharatpur","Bharatpur Deeg Nagar Alwar Road","2456.67"
"Shree Digamber Hospital","Bharatpur","Bharatpur-Mathura Road","2231.10"
"Shri Ji Clinic","Bharatpur","DEEG KAMAN NANDGAON ROAD","99.64"
"Singhal Nursing Home, Bharatpur","Bharatpur","Bharatpur Deeg Nagar Alwar Road","1802.81"
"Suresh Yadav Hospital","Bharatpur","Bharatpur-Mathura Road","1944.06"
"Tara Mahendra Hospital and fracture Clinic","Bharatpur","Bharatpur Deeg Nagar Alwar Road","1685.19"
"The Solanki Hospital","Bharatpur","Bharatpur-Mathura Road","3481.39"
"Umang Homeopathy Clinic","Bharatpur","Bharatpur Deeg Nagar Alwar Road","1620.00"
"Vandana Hospital and Fracture Clinic","Bharatpur","Bharatpur Deeg Nagar Alwar Road","2773.74"
"Vijay Homeo Clinic and Laboratory","Bharatpur","Kherli Nagar Pahadi Road","20.13"
"Vijay Hospital, Bharatpur","Bharatpur","Bharatpur Deeg Nagar Alwar Road","80.13"
"Vinayak Hospital","Bharatpur","Bharatpur-Mathura Road","1165.00"
"Vinod Gupta Hospital","Bharatpur","Bharatpur-Mathura Road","1203.08"
"Vision Care Centre","Bharatpur","Bharatpur-Mathura Road","1841.66"
"Dargar Clinic","Bhilwara","Jaipur Kankroli  Road","350.48"
"Daulatgarh Government Hospital","Bhilwara","Bhinder-Ramgarh- via Fatehnagar- Raipur-Karera Road","48.80"
"Dhanvantri Clinic","Bhilwara","Jaipur Kankroli  Road","2480.19"
"Dr. Chandak","Bhilwara","Satoor NagourBijaynagar Merta city road   Beawer bijainagar","1637.31"
"Dr. Naval's Clinic","Bhilwara","Satoor NagourBijaynagar Merta city road   Beawer bijainagar","1575.90"
"Gargi Hospital","Bhilwara","Bhinder-Ramgarh- via Fatehnagar- Raipur-Karera Road","3266.88"
"Government Hospital","Bhilwara","Bhinder-Ramgarh via Fatehnagar-Raipur-Kareda","159.16"
"Government Hospital Bhilwara","Bhilwara","Bhinder Ramgarh Via Gangapur Road Km 20 to 45.200","21.32"
"Government Hospital Sahara Rural","Bhilwara","Bhinder-Ramgarh via Fatehnagar-Raipur-Kareda","2353.12"
"Government Hospital, Agucha","Bhilwara","Hurda (SH-39) to Bigod via Agucha Banera-Kotri","133.32"
"Government Hospital, Amarwasi","Bhilwara","Nasirabad Deoli Road Via Sawar","2441.33"
"Government Hospital, Bijoliyan","Bhilwara","Uniyara to Bijoliya via Bundi,Indergarh, lakheri upto","492.95"
"Government Hospital, Mokhnda","Bhilwara","Khakarmala to Asuna","695.85"
"Government Satellite Hospital","Bhilwara","Jaipur Kankroli  Road","100.75"
"Imc Shri Tulsi","Bhilwara","Satoor NagourBijaynagar Merta city road   Beawer bijainagar","1636.74"
